pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_telescope,disc_instrument,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,1,1,0,Microlensing,2018,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,0.590000,14.000,1.250,240.00000,0.75000,0.481000,,,,0,,,,,,,0.04,,,,,18h01m16.65s,270.3193660,-28d27m43.1s,-28.4619713,7490.0000000
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.410000,3.920,0.350,14.62011,0.04600,1.330000,,,,0,,,,,,,0.45,,,,,17h34m22.52s,263.5938333,-29d17m05.39s,-29.2848306,7290.0000000
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,1,0,Microlensing,2023,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.750000,2.150,0.192,5.27000,0.01658,2.910000,,,,0,,,,,,,0.38,,,,,17h46m29.58s,266.6232500,-24d16m20.17s,-24.2722694,6400.0000000
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.860000,7.560,0.674,44.49598,0.14000,0.566000,,,,0,,,,,,,0.69,,,,,17h37m08.28s,264.2845000,-29d42m32.80s,-29.7091111,6540.0000000
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.800000,2.410,0.215,6.40000,0.02014,2.510000,,,,0,,,,,,,0.10,,,,,17h54m43.38s,268.6807500,-28d44m21.4s,-28.7392778,7700.0000000
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,3.000000,4.180,0.373,16.30000,0.05129,1.230000,,,,0,,,,,,,0.63,,,,,17h50m31.16s,267.6298333,-31d55m26.6s,-31.9240556,5600.0000000
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.200000,4.730,0.422,20.10000,0.06324,1.040000,,,,0,,,,,,,0.47,,,,,17h58m33.63s,269.6401250,-31d15m44.6s,-31.2623889,7000.0000000
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,1,1,0,Microlensing,2020,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.064000,2.370,0.212,6.22800,0.01960,2.570000,,,,0,,,,,,,0.20,,,,,17h59m56.02s,269.9834167,-28d59m51.9s,-28.9977500,773.0000000
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,1,1,0,Microlensing,2021,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.720000,12.300,1.100,101.70509,0.32000,0.300000,,,,0,,,,,,,0.25,,,,,17h56m04.42s,269.0184167,-27d59m13.6s,-27.9871111,7060.0000000
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,1,0,Microlensing,2019,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,0.970000,3.810,0.340,13.93000,0.04383,1.380000,,,,0,,,,,,,0.23,,,,,17h56m13.33s,269.0555417,-29d11m56.7s,-29.1990833,5650.0000000
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,1,1,0,Microlensing,2020,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,0.630000,1.820,0.162,3.96000,0.01250,3.610000,,,,0,,,,,,,0.12,,,,,17h55m00.27s,268.7511250,-32d00m59.51s,-32.0165306,7580.0000000
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,1,0,Microlensing,2019,1.3 m Warsaw University Telescope,OGLE CCD Array,0,5480.00000000,5.000000,12.900,1.150,1500.00000,4.80000,3.840000,0.000000,,,0,,,,G V,5912.00,,1.00,,4.50,,,18h08m42.47s,272.1769583,-29d50m08.9s,-29.8358056,3200.0000000
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.280000,10.900,0.971,82.63539,0.26000,0.351000,,,,0,,,,,,,0.09,,,,,18h13m50.16s,273.4590000,-25d29m08.6s,-25.4857222,4050.0000000
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1,1,0,Microlensing,2022,1.6 m wide-field telescope,18k Mosaic CCD camera,0,,1.750000,13.900,1.240,282.86728,0.89000,0.579000,,,,0,,,,,,,0.72,,,,,17h53m24.29s,268.3512083,-29d01m18.50s,-29.0218056,6620.0000000
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,1,0,Microlensing,2021,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,3.590000,13.600,1.220,425.89007,1.34000,0.930000,,,,0,,,,,,,0.54,,,,,17h52m41.95s,268.1747917,-32d18m33.3s,-32.3092500,6500.0000000
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.000000,2.410,0.215,6.40000,0.02014,2.510000,,,,0,,,,,,,0.47,,,,,17h54m01.47s,268.5061250,-30d36m17.3s,-30.6048056,6500.0000000
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,1,2,0,Microlensing,2019,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.800000,13.500,1.200,570.00000,1.80000,1.270000,,,,0,,,,,,,0.18,,,,,17h56m03.36s,269.0140000,-29d04m58.4s,-29.0828889,7100.0000000
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,1,2,0,Microlensing,2019,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,0.800000,13.200,1.180,890.00000,2.80000,2.130000,,,,0,,,,,,,0.18,,,,,17h56m03.36s,269.0140000,-29d04m58.4s,-29.0828889,7100.0000000
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,4.060000,13.900,1.240,289.22385,0.91000,0.592000,,,,0,,,,,,,0.48,,,,,18h00m07.02s,270.0292500,-32d22m31.0s,-32.3752778,5760.0000000
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,1,0,Microlensing,2022,1.6 m wide-field telescope,18k Mosaic CCD camera,0,,3.230000,4.410,0.393,17.79839,0.05600,1.140000,,,,0,,,,,,,0.69,,,,,17h53m25.41s,268.3558750,-31d43m28.99s,-31.7247194,5700.0000000
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,1,1,0,Microlensing,2021,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.540000,2.830,0.253,8.40000,0.02643,2.040000,,,,0,,,,,,,0.37,,,,,17h59m10.26s,269.7927500,-27d50m06.3s,-27.8350833,7400.0000000
OGLE-2018-BLG-1212L b,OGLE-2018-BLG-1212L,1,1,0,Microlensing,2022,1.6 m wide-field telescope,18k Mosaic CCD camera,0,,1.680000,9.320,0.832,63.56568,0.20000,0.431000,,,,0,,,,,,,0.16,,,,,18h04m18.63s,271.0776250,-28d11m38.70s,-28.1940833,1550.0000000
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,1,0,Microlensing,2020,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,4.510000,14.100,1.250,210.00000,0.67000,0.412000,,,,0,,,,,,,1.11,,,,,17h58m46.42s,269.6934170,-27d37m04.6s,-27.6179444,2510.0000000
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,1,0,Microlensing,2022,1.6 m wide-field telescope,18k Mosaic CCD camera,0,,1.210000,13.800,1.230,301.93699,0.95000,0.631000,,,,0,,,,,,,0.28,,,,,17h59m01.35s,269.7556250,-29d10m06.10s,-29.1683611,5370.0000000
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,1,0,Microlensing,2021,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,3.300000,14.000,1.250,240.00000,0.77000,0.481000,,,,0,,,,,,,0.43,,,,,17h42m11.69s,265.5487080,-26d08m16.4s,-26.1378889,6220.0000000
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,1,1,0,Microlensing,2022,1.6 m wide-field telescope,18k Mosaic CCD camera,0,,1.360000,13.800,1.230,308.29355,0.97000,0.645000,,,,0,,,,,,,0.09,,,,,17h55m50.97s,268.9623750,-31d49m01.20s,-31.8170000,7880.0000000
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,2,1,0,Microlensing,2020,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.800000,12.900,1.150,1400.00000,4.40000,3.580000,,,,0,,,,,,,0.42,,,,,17h59m49.45s,269.9560420,-28d31m43.10s,-28.5286389,7600.0000000
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,1,0,Microlensing,2023,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.840000,12.700,1.130,2262.93826,7.12000,6.070000,,,,0,,,,,,,0.91,,,,,17h41m36.84s,265.4035000,-34d42m06.30s,-34.7017500,6370.0000000
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,1,0,Microlensing,2021,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.800000,12.700,1.140,1976.89269,6.22000,5.300000,,,,0,,,,,,,0.59,,,,,17h46m43.07s,266.6794583,-23d35m03.52s,-23.5843111,5830.0000000
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,2,1,0,Microlensing,2021,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.230000,14.200,1.270,162.09249,0.51000,0.311000,,,,0,,,,,,,0.27,,,,,17h36m06.41s,264.0267083,-26d08m45.56s,-26.1459889,6980.0000000
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.180000,13.100,1.170,1036.12061,3.26000,2.530000,,,,0,,,,,,,0.42,,,,,17h33m51.66s,263.4652500,-24d48m37.3s,-24.8103611,5830.0000000
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,2,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,3.290000,13.100,1.170,1090.15144,3.43000,2.660000,,,,0,,,,G,,,0.92,,,,,17h45m37.44s,266.4060000,-24d26m50.2s,-24.4472778,4400.0000000
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,2,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.770000,12.500,1.110,3248.20632,10.22000,9.140000,,,,0,,,,G,,,0.92,,,,,17h45m37.44s,266.4060000,-24d26m50.2s,-24.4472778,4400.0000000
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1,1,0,Microlensing,2023,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,6.990000,13.100,1.170,1061.54688,3.34000,2.590000,,,,0,,,,,,,0.66,,,,,17h42m57.70s,265.7404167,-27d46m22.37s,-27.7728806,5630.0000000
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,1,0,Microlensing,2021,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.650000,12.300,1.100,4513.16338,14.20000,13.300000,,,,0,,,,,,,0.80,,,,,17h51m39.18s,267.9132500,-29d36m39.60s,-29.6110000,3630.0000000
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,1,1,0,Microlensing,2021,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,1.900000,1.390,0.124,2.50000,0.00787,5.120000,,,,0,,,,,,,0.50,,,,,18h16m03.43s,274.0142917,-25d46m28.8s,-25.7746667,980.0000000
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1,1,0,Microlensing,2021,1.6 m wide-field telescope,18k Mosaic CCD camera,0,,3.400000,1.380,0.123,2.48000,0.00780,5.190000,,,,0,,,,,,,0.61,,,,,18h00m39.93s,270.1663750,-27d20m29.7s,-27.3415833,6800.0000000
OGLE-2019-BLG-1180L b,OGLE-2019-BLG-1180L,1,1,0,Microlensing,2023,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,5.190000,13.500,1.200,555.24623,1.74700,1.240000,,,,0,,,,,,,0.55,,,,,17h56m59.17s,269.2465417,-27d58m31.6s,-27.9754444,6070.0000000
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,3.200000,13.300,1.190,699.22250,2.20000,1.630000,,,,0,,,,,,,0.57,,,,,18h07m47.81s,271.9492083,-27d02m00.8s,-27.0335556,5900.0000000
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1,1,0,Microlensing,2022,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,2.700000,6.790,0.606,37.10000,0.11673,0.651000,,,,0,,,,,,,0.68,,,,,18h00m23.15s,270.0964583,-28d37m52.1s,-28.6311389,5600.0000000
OGLE-2023-BLG-0836L b,OGLE-2023-BLG-0836L,2,1,0,Microlensing,2024,1.3 m Warsaw University Telescope,OGLE CCD Array,0,,3.700000,12.900,1.150,1385.73185,4.36000,3.550000,,,,0,,,,,,,0.71,,,,,17h48m44.85s,267.1868750,-23d44m29.47s,-23.7415194,5120.0000000
OGLE-TR-10 b,OGLE-TR-10,1,1,0,Transit,2004,1.3 m Warsaw University Telescope,OGLE CCD Array,0,3.10127800,0.043400,14.011,1.250,197.04600,0.62000,0.400000,0.820000,,1702,0,0.2800,3.0720000,0.11000,G2 V,5950.00,1.17,1.14,0.188,4.18,3.100,0.50900,17h51m28.26s,267.8677483,-29d52m35.31s,-29.8764758,1344.9700000
OGLE-TR-111 b,OGLE-TR-111,1,1,0,Transit,2004,1.3 m Warsaw University Telescope,OGLE CCD Array,0,4.01444630,0.047300,11.422,1.019,174.79900,0.55000,0.650000,0.540000,,1019,0,0.3500,2.6797000,0.12610,K2 V,5040.00,0.83,0.82,-0.339,4.54,8.800,2.14000,10h53m17.79s,163.3241150,-61d24m20.51s,-61.4056976,1068.3300000
OGLE-TR-113 b,OGLE-TR-113,1,1,0,Transit,2004,1.3 m Warsaw University Telescope,OGLE CCD Array,0,1.43247520,0.022890,12.251,1.093,400.44900,1.26000,1.200000,0.150000,528.41,1342,0,0.4000,2.0718518,0.14436,K4 V,4790.00,0.77,0.78,-0.529,4.55,13.200,2.36500,10h52m24.25s,163.1010355,-61d26m48.69s,-61.4468591,566.4590000
OGLE-TR-132 b,OGLE-TR-132,1,1,0,Transit,2004,1.3 m Warsaw University Telescope,OGLE CCD Array,0,1.68986800,0.030350,13.450,1.200,375.02000,1.18000,0.850000,0.600000,,2013,0,0.5600,2.2742400,0.09320,F5 V,6210.00,1.32,1.30,0.371,4.31,1.200,0.72000,10h50m34.58s,162.6440933,-61d57m26.09s,-61.9572476,2012.6200000
OGLE-TR-182 b,OGLE-TR-182,1,1,0,Transit,2007,1.3 m Warsaw University Telescope,OGLE CCD Array,0,3.97910000,0.051000,12.666,1.130,320.99500,1.01000,0.410000,0.000000,,1550,0,,,,,5924.00,1.14,1.14,0.241,4.14,4.300,0.46000,11h09m18.70s,167.3279228,-61d05m42.94s,-61.0952624,2501.7500000
OGLE-TR-211 b,OGLE-TR-211,1,1,0,Transit,2007,1.3 m Warsaw University Telescope,OGLE CCD Array,0,3.67724000,0.051000,15.244,1.360,327.35100,1.03000,0.420000,0.000000,,1686,0,,4.4112000,,,6325.00,1.64,1.33,0.267,4.17,2.600,0.48600,10h40m14.36s,160.0598236,-62d27m19.93s,-62.4555353,1515.2600000
OGLE-TR-56 b,OGLE-TR-56,1,1,0,Transit,2002,1.3 m Warsaw University Telescope,OGLE CCD Array,0,1.21191890,0.023830,15.278,1.363,441.77000,1.39000,0.680000,0.670000,,2212,0,0.8170,2.2032000,0.10270,F8 V,6050.00,1.74,1.17,0.350,4.09,3.000,0.36100,17h56m35.51s,269.1479583,-29d32m21.2s,-29.5392222,282.8391387
OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,0,Transit,2008,1.3 m Warsaw University Telescope,OGLE CCD Array,0,2.48553350,0.030800,18.046,1.610,1430.17500,4.50000,1.250000,,4135.36,2034,0,,3.0016362,,,6933.00,1.53,1.52,0.512,4.24,1.000,0.59700,11h07m55.17s,166.9798793,-61d08m46.50s,-61.1462496,1627.6300000
Oph 11 b,Oph 11,1,1,0,Imaging,2006,8.19 m Gemini North Telescope,NIRI Camera,0,7300000.00000000,243.000000,12.300,1.100,4449.62000,14.00000,13.100000,,,2175,0,,,,M9,2375.00,0.23,0.02,-2.770,4.25,5.000,22.64533,16h22m25.19s,245.6049610,-24d05m14.00s,-24.0872219,136.1655920
PDS 70 b,PDS 70,1,2,0,Imaging,2018,8.2 m ESO VLT UT3 Melipal Telescope,SPHERE,0,43500.00000000,20.000000,30.488,2.720,953.49000,3.00000,0.185000,0.190000,,1204,0,,,,K7,3972.00,1.26,0.76,-0.456,3.68,0.005,0.54110,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000
PDS 70 c,PDS 70,1,2,0,Imaging,2019,8.2 m ESO VLT UT4 Yepun Telescope,Multi Unit Spectroscopic Explorer (MUSE),0,,34.000000,22.866,2.040,635.66000,2.00000,0.292000,0.110000,,995,0,,,,K7,3972.00,1.06,0.76,-0.489,3.68,0.005,0.54110,14h08m10.11s,212.0421402,-41d23m52.95s,-41.3980405,113.0640000
PH1 b,PH1,4,1,0,Transit,2012,0.95 m Kepler Telescope,Kepler CCD Array,0,138.31700000,0.652000,6.180,0.551,169.00000,0.53100,,0.070200,,481,0,,,0.03268,F,6407.00,1.73,1.53,0.660,4.14,2.000,0.29300,19h52m51.62s,298.2150641,+39d57m18.31s,39.9550863,1033.1600000
PH2 b,PH2,1,1,0,Transit,2013,0.95 m Kepler Telescope,Kepler CCD Array,0,282.52542000,0.833000,9.337,0.833,87.08498,0.27400,0.580000,0.215000,1.20,295,0,0.2970,10.8100000,0.09030,,5734.00,0.95,0.97,-0.058,4.47,4.100,1.60000,19h19m03.27s,289.7636212,+51d57m45.66s,51.9626830,343.8630000
POTS-1 b,POTS-1,1,1,0,Transit,2013,2.2 m MPG/ESO Telescope,WFI Camera,0,3.16062960,0.037340,10.548,0.941,734.16000,2.31000,3.440000,,,,0,0.4590,,0.16432,K5 V,4400.00,0.59,0.69,-1.087,4.63,,4.81400,13h34m26.09s,203.6087259,-66d34m52.19s,-66.5811639,747.9590000
PSR B0329+54 b,PSR B0329+54,1,1,0,Pulsar Timing,2017,Multiple Telescopes,Multiple Instruments,0,10140.00000000,10.260000,1.220,0.109,1.97000,0.00620,5.960000,0.236000,,,0,,,,,,,1.44,,,,,03h32m59.35s,53.2472749,+54d34m44.99s,54.5791636,504.9331206
PSR B1257+12 b,PSR B1257+12,1,3,0,Pulsar Timing,1994,305 m Arecibo Radio Telescope,Arecibo Radio Reciever,0,25.26200000,0.190000,0.338,0.030,0.02000,0.00006,2.850000,0.000000,,,0,,,,,,,1.40,,,3.000,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000
PSR B1257+12 c,PSR B1257+12,1,3,0,Pulsar Timing,1992,305 m Arecibo Radio Telescope,Arecibo Radio Reciever,0,66.54190000,0.360000,1.910,0.170,4.30000,0.01353,3.390000,0.018600,,,0,,,,,,,1.40,,,3.000,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000
PSR B1257+12 d,PSR B1257+12,1,3,0,Pulsar Timing,1992,305 m Arecibo Radio Telescope,Arecibo Radio Reciever,0,98.21140000,0.460000,1.800,0.161,3.90000,0.01227,3.670000,0.026400,,,0,,,,,,,1.40,,,3.000,,13h00m03.58s,195.0149029,+12d40m56.5s,12.6823534,600.0000000
PSR B1620-26 b,PSR B1620-26,2,1,0,Pulsar Timing,2003,2.4 m Hubble Space Telescope,WFPC2 Camera,0,,23.000000,13.300,1.180,794.57500,2.50000,1.860000,,,,0,,,,,,,1.35,,,,,16h23m38.22s,245.9092617,-26d31m53.7s,-26.5315944,
PSR J1719-1438 b,PSR J1719-1438,1,1,0,Pulsar Timing,2011,64 m Parkes Radio Telescope,Parkes Radio Receiver,0,0.09070629,0.004400,,,382.80000,1.20000,23.000000,0.060000,,,0,,,,,4500.00,,1.40,,,12.500,,17h19m10.07s,259.7919708,-14d38m01.0s,-14.6336000,1200.0000000
PSR J2322-2650 b,PSR J2322-2650,1,1,0,Pulsar Timing,2017,64 m Parkes Radio Telescope,Parkes Radio Receiver,0,0.32296400,0.010200,13.900,1.240,252.64307,0.79490,1.840000,0.001700,,,0,,,,,,,1.40,,,,,23h22m34.64s,350.6443481,-26d50m58.3s,-26.8495331,230.0000000
PZ Tel b,PZ Tel,1,1,0,Imaging,2023,10 m Keck II Telescope,NIRC2 Camera,0,44000.00000000,27.000000,11.900,1.070,8581.36699,27.00000,28.000000,0.520000,,,0,,,,G9 IV,5169.00,1.26,1.36,0.007,4.18,0.200,0.62547,18h53m05.90s,283.2745823,-50d10m51.22s,-50.1808952,47.0648000
Pr0201 b,Pr0201,1,1,0,Radial Velocity,2012,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,0,4.42640000,0.060000,14.200,1.270,171.62820,0.54000,0.329000,0.000000,,,0,,,,,6174.00,1.15,1.24,0.245,4.41,,1.03503,08h41m43.78s,130.4324005,+20d13m36.54s,20.2268164,180.6400000
Pr0211 b,Pr0211,2,2,0,Radial Velocity,2012,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph,0,2.14610000,0.031760,13.400,1.200,597.52040,1.88000,1.360000,0.011000,,,0,,,,,5300.00,0.83,0.94,-0.336,4.51,0.578,2.01172,08h42m11.46s,130.5477440,+19d16m37.05s,19.2769570,182.7140000
Pr0211 c,Pr0211,2,2,0,Radial Velocity,2016,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,4850.00000000,5.500000,12.600,1.120,2475.89570,7.79000,6.800000,0.710000,,,0,,,,,5300.00,0.83,0.94,-0.336,4.51,0.578,2.01172,08h42m11.46s,130.5477440,+19d16m37.05s,19.2769570,182.7140000
Proxima Cen b,Proxima Cen,3,1,0,Radial Velocity,2016,Multiple Telescopes,Multiple Instruments,0,11.18680000,0.048560,1.030,0.092,1.07000,0.00337,5.380000,0.020000,0.65,234,0,,,,M5.5 V,2900.00,0.14,0.12,-2.796,5.16,,48.76265,14h29m34.43s,217.3934657,-62d40m34.26s,-62.6761821,1.3011900
Qatar-1 b,Qatar-1,1,1,0,Transit,2010,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,1.42002420,0.023320,12.812,1.143,411.27202,1.29400,1.076000,0.000000,382.33,1418,1,0.6450,1.6610400,0.14629,,5013.00,0.80,0.84,-0.438,4.55,1.190,2.28600,20h13m31.65s,303.3818697,+65d09m44.39s,65.1623313,185.6150000
Qatar-10 b,Qatar-10,1,1,0,Transit,2019,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,1.64532100,0.028600,17.295,1.543,233.92288,0.73600,0.248000,0.000000,1816.48,1955,0,0.3790,2.7720000,0.12650,F7 V,6124.00,1.25,1.16,0.300,4.30,3.200,0.82300,18h57m46.54s,284.4439052,+69d34m15.01s,69.5708373,559.0680000
Qatar-2 b,Qatar-2,1,1,0,Transit,2011,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,1.33711647,0.021530,14.056,1.254,792.63500,2.49400,1.573000,0.000000,,1344,0,0.1150,1.8098160,0.16590,,4645.00,0.78,0.74,-0.683,4.53,5.000,2.24100,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,181.3740000
Qatar-3 b,Qatar-3,1,1,0,Transit,2017,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,2.50792040,0.037830,12.285,1.096,1369.84730,4.31000,4.000000,0.000000,1330.00,1681,0,0.3500,3.1104000,0.08880,G0 V,6007.00,1.27,1.15,0.279,4.29,0.310,0.78000,23h56m36.47s,359.1519716,+36d12m46.64s,36.2129562,735.6010000
Qatar-4 b,Qatar-4,1,1,0,Transit,2017,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,1.80535640,0.028030,12.722,1.135,1938.76300,6.10000,5.100000,0.000000,614.00,1385,0,0.3100,2.1384000,0.13790,K1 V,5215.00,0.85,0.90,-0.318,4.53,0.170,2.07000,00h19m26.23s,4.8592750,+44d01m39.35s,44.0275965,329.0360000
Qatar-5 b,Qatar-5,1,1,0,Transit,2017,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,2.87923190,0.041270,12.408,1.107,1373.02560,4.32000,3.950000,0.000000,669.00,1415,0,0.1800,2.9088000,0.10610,G2 V,5747.00,1.08,1.13,0.056,4.43,0.530,1.28600,00h28m12.94s,7.0539375,+42d03m40.84s,42.0613451,367.6580000
Qatar-6 b,Qatar-6,2,1,0,Transit,2017,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,3.50619500,0.042300,11.904,1.062,212.31044,0.66800,0.692000,0.000000,174.90,1006,0,0.8780,1.5888000,0.15100,K2 V,5052.00,0.72,0.82,-0.514,4.64,1.020,3.08000,14h48m50.42s,222.2100773,+22d09m09.41s,22.1526136,100.8480000
Qatar-7 b,Qatar-7,1,1,0,Transit,2019,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,2.03204600,0.035200,19.055,1.700,597.52040,1.88000,0.502000,0.000000,2886.29,2053,0,0.0800,3.5784000,0.11000,F4 V,6387.00,1.56,1.41,0.563,4.20,1.690,0.52100,23h54m03.63s,358.5151344,+37d01m18.57s,37.0218242,705.9810000
Qatar-8 b,Qatar-8,1,1,0,Transit,2019,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,3.71495000,0.047400,14.404,1.285,117.91493,0.37100,0.216000,0.000000,698.15,1457,0,0.0960,4.0272000,0.10050,G0 V,5738.00,1.32,1.03,0.228,4.21,8.300,0.64100,10h29m38.96s,157.4123405,+70d31m37.50s,70.5270835,281.4980000
Qatar-9 b,Qatar-9,1,1,0,Transit,2019,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor,0,1.54073100,0.023400,11.310,1.009,378.21770,1.19000,1.430000,0.000000,210.67,1134,0,0.0970,1.8672000,0.14890,K5 V,4309.00,0.70,0.72,-0.821,4.61,7.500,3.01500,10h42m59.54s,160.7480950,+60d57m50.83s,60.9641194,213.7710000
ROXs 12 b,ROXs 12,2,1,0,Imaging,2013,10 m Keck II Telescope,NIRC2 Camera,0,,210.000000,12.200,1.090,5085.00000,16.00000,15.400000,0.830000,,,0,,,,M0,3850.00,1.07,0.87,-0.790,4.07,0.008,0.56288,16h26m28.03s,246.6167993,-25d26m48.10s,-25.4466950,136.6500000
ROXs 42 B b,ROXs 42 B,2,1,0,Imaging,2013,Multiple Telescopes,Multiple Instruments,0,,157.000000,12.500,1.120,2860.00000,9.00000,8.050000,0.580000,,1975,0,,,,M0,3433.00,1.34,1.00,-0.792,,0.003,,16h31m15.01s,247.8125493,-24d32m44.08s,-24.5455770,143.5900000
